日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/04/18 07:00:00,122.176,122.229,122.152,122.218,122.223,122.285,122.198,122.27
2016/04/18 07:01:00,122.218,122.242,122.211,122.235,122.27,122.291,122.263,122.291
2016/04/18 07:02:00,122.235,122.349,122.235,122.347,122.291,122.404,122.291,122.4
2016/04/18 07:03:00,122.347,122.394,122.307,122.357,122.4,122.445,122.362,122.413
2016/04/18 07:04:00,122.357,122.363,122.344,122.36,122.413,122.419,122.4,122.416
2016/04/18 07:05:00,122.36,122.371,122.343,122.356,122.416,122.426,122.399,122.412
2016/04/18 07:06:00,122.356,122.387,122.354,122.383,122.412,122.443,122.405,122.433
2016/04/18 07:07:00,122.383,122.396,122.358,122.363,122.433,122.448,122.414,122.419
2016/04/18 07:08:00,122.363,122.367,122.28,122.283,122.419,122.423,122.336,122.339
2016/04/18 07:09:00,122.283,122.312,122.255,122.279,122.339,122.367,122.309,122.335
2016/04/18 07:10:00,122.279,122.317,122.273,122.286,122.335,122.358,122.323,122.339
2016/04/18 07:11:00,122.286,122.337,122.273,122.319,122.339,122.372,122.326,122.372
2016/04/18 07:12:00,122.319,122.364,122.307,122.364,122.372,122.394,122.362,122.37
2016/04/18 07:13:00,122.364,122.372,122.332,122.355,122.37,122.411,122.349,122.411
2016/04/18 07:14:00,122.355,122.389,122.354,122.383,122.411,122.413,122.38,122.389
2016/04/18 07:15:00,122.383,122.421,122.343,122.405,122.389,122.449,122.363,122.411
2016/04/18 07:16:00,122.405,122.425,122.351,122.384,122.411,122.431,122.357,122.39
2016/04/18 07:17:00,122.384,122.43,122.381,122.401,122.39,122.436,122.387,122.407
2016/04/18 07:18:00,122.401,122.401,122.373,122.383,122.407,122.407,122.379,122.389
2016/04/18 07:19:00,122.383,122.433,122.383,122.424,122.389,122.439,122.389,122.43
2016/04/18 07:20:00,122.424,122.425,122.413,122.42,122.43,122.431,122.419,122.426
2016/04/18 07:21:00,122.42,122.433,122.419,122.429,122.426,122.439,122.425,122.435
2016/04/18 07:22:00,122.429,122.438,122.382,122.382,122.435,122.444,122.388,122.388
2016/04/18 07:23:00,122.382,122.425,122.382,122.422,122.388,122.431,122.388,122.428
2016/04/18 07:24:00,122.422,122.427,122.381,122.385,122.428,122.433,122.387,122.391
2016/04/18 07:25:00,122.385,122.385,122.353,122.377,122.391,122.391,122.359,122.383
2016/04/18 07:26:00,122.377,122.395,122.374,122.394,122.383,122.401,122.38,122.4
2016/04/18 07:27:00,122.394,122.394,122.361,122.373,122.4,122.4,122.367,122.379
2016/04/18 07:28:00,122.373,122.396,122.37,122.371,122.379,122.402,122.376,122.377
2016/04/18 07:29:00,122.371,122.381,122.345,122.38,122.377,122.387,122.351,122.386
2016/04/18 07:30:00,122.38,122.382,122.355,122.355,122.386,122.388,122.361,122.361
2016/04/18 07:31:00,122.355,122.369,122.355,122.358,122.361,122.375,122.361,122.364
2016/04/18 07:32:00,122.358,122.365,122.352,122.356,122.364,122.371,122.358,122.362
2016/04/18 07:33:00,122.356,122.382,122.354,122.382,122.362,122.388,122.36,122.388
